gene.name	ceRNA.total.sites	ceRNA.total.fams	shared.sites	shared.fams	shared.sites.rec	shared.fams.rec	target.total.sites	target.total.fams	pval.fams	pval.fams.rec	pval.sites	pval.sites.rec	pval.span	pval.clust	pval.even	pval.span.rec	pval.clust.rec	pval.even.rec	prod1	prod2	prod3	prod4	prod5	score	score.pval
MARF1	8	8	2	2	3	2	39	33	0.135110020806977	0.135110020806977	0.136600329887715	0.634620658048881	0.000866738854194968	0.000866738854194969	0.231373230661807	0.0684482486296492	0.000136473535031941	0.182356227553966	0.0866893912430358	0.0182547177224616	5.93267565889145e-05	1.18286915381521e-07	0.0535335718668817	7.01176092513892	0.38934258881176
VTA1	11	10	4	3	3	3	39	33	0.0412200423777949	0.0412200423777949	0.00952141301234765	0.634620658048881	0.0018709324022104	4.40500255218233e-06	0.167888932801581	0.699122219157607	0.365147295875995	0.172607671029795	0.00604248539145125	0.00169909189362721	0.00130801041292721	1.60847477025624e-06	0.0281866937572536	7.00699574390797	0.389546753777052
RSF1	20	19	6	5	6	5	39	33	0.0141228278346969	0.0141228278346969	0.00442828271033328	0.0984388797496229	0.367341183963031	0.000870839614393035	0.139207583145679	0.288690118784444	0.00394534097151332	0.127080575996976	0.000435915189219833	0.000199454266048489	0.106047770032706	3.4357592102817e-06	0.0193787512052611	7.0053409633679	0.389750918742344
MIF4GD	3	3	2	2	3	2	39	33	0.0188189065628896	0.0188189065628897	0.01929571875	0.634620658048881	0.00390243530273438	0.00390243530273437	0.231065796627376	0.501625887821529	0.000348800239921626	0.197212401958643	0.0122454617306511	0.000354151244222771	0.00195756257340021	1.36117036987237e-06	0.0533914023710437	7.0043425502427	0.389955083707636
CNNM2	9	9	2	2	3	2	39	33	0.164980632333266	0.164980632333266	0.166401985696028	0.634620658048881	0.000153356592191102	0.000153356592191102	0.23144564626184	0.501625887821529	0.000348800239921626	0.197212401958643	0.105602137663054	0.0272186090450844	7.69276367111459e-05	5.34908161498195e-08	0.0535670871735606	6.99903054253935	0.390159248672928
FAM216A	5	5	2	2	3	2	39	33	0.0564309905175709	0.0564309905175708	0.0575117758230468	0.634620658048881	0.00333055555555558	0.00333055555555558	0.231123623367534	0.0684482486296492	0.000136473535031941	0.182356227553966	0.0364981610183817	0.00318445669079417	0.000227970694741528	4.54532690286939e-07	0.0534181292785379	6.99597231024015	0.39036341363822
PPM1D	9	9	3	3	4	3	39	33	0.0305628804649627	0.0305628804649627	0.0322945345586189	0.403372038835161	0.00252951812730114	0.00024150214942209	0.193274451140015	0.524451523953467	0.00451130919637461	0.177938303543686	0.0130267122481427	0.0009340896623156	0.001326609636731	1.08949086763211e-06	0.0373550134634739	6.99178166322018	0.390567578603512
CCP110	17	15	5	4	4	4	39	33	0.0274270512240923	0.0274270512240923	0.0101694259503252	0.403372038835161	0.0221653475124442	1.54847765174077e-05	0.147350432862391	0.758875019403045	0.0384487514893176	0.175524854097612	0.00410206207936589	0.000752243138848983	0.0168207285235814	5.95370324185428e-07	0.0217121500647341	6.98756505140451	0.390771743568804
MAP2K4	14	13	4	3	3	3	39	33	0.0827444010307309	0.0827444010307309	0.0236561213444783	0.634620658048881	0.107795984759439	0.00324656093793861	0.155277523964516	0.0129418956801635	6.02003764835111e-05	0.189127894208057	0.015012663294517	0.00684663590193442	0.00139508438949716	1.95444190740565e-07	0.0241111094485508	6.98614659631738	0.390975908534096
UPF2	4	4	2	2	3	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.634620658048881	0.00156678393490625	0.00156678393490625	0.231302231505604	0.501625887821529	0.000348800239921626	0.197212401958643	0.0231537222798553	0.00127400524648502	0.000785939382371858	5.46494612400651e-07	0.0535007222994718	6.98552434552756	0.391180073499387
PAK1IP1	9	9	2	2	2	2	39	33	0.164980632333266	0.164980632333266	0.166401985696028	0.84314214023914	0.00605142332415064	0.00605142332415064	0.23084886819894	0.000309669426029439	0.000309669426029439	0.231429773403467	0.140300526359792	0.0272186090450844	1.87394078745089e-06	1.87394078745089e-06	0.0532911999487317	6.97494818647787	0.391384238464679
SPRTN	15	15	5	5	5	5	39	33	0.00465527235701024	0.00465527235701024	0.00567086327592948	0.216230785684003	0.962356999769631	1.53342311980659e-05	0.267315276401863	0.658765343619093	0.0390379131063933	0.149513596826619	0.00122621522166079	2.16715607179436e-05	0.633967439637481	5.98616385063441e-07	0.0714574569978043	6.97327763957427	0.391588403429971
ARID1A	2	2	2	2	3	2	39	33	0.00661654135338346	0.00661654135338346	0.00680625	0.634620658048881	0.0209418282548477	0.0209418282548477	0.229361913796121	0.501625887821529	0.000348800239921626	0.197212401958643	0.0043193868538452	4.37786194810334e-05	0.0105049631909439	7.30451471968835e-06	0.0526068875002193	6.96176808797085	0.391792568395263
ZSCAN25	8	8	2	2	3	2	39	33	0.135110020806977	0.135110020806977	0.136600329887715	0.634620658048881	0.000983042457185541	0.000983042457185541	0.231361430758451	0.0684482486296492	0.000136473535031941	0.182356227553966	0.0866893912430358	0.0182547177224616	6.72875345229372e-05	1.34159279218596e-07	0.0535281116425977	6.96141549124003	0.391996733360555
FLOT2	9	8	2	2	3	2	39	33	0.135110020806977	0.135110020806977	0.166401985696028	0.634620658048881	0.000891464185699688	0.000891464185699689	0.231370721941768	0.0684482486296492	0.000136473535031941	0.182356227553966	0.105602137663054	0.0182547177224616	6.10191622272001e-05	1.21661268776807e-07	0.053532410971855	6.96104482706983	0.392200898325847
LRRFIP1	7	7	4	4	4	4	39	33	0.00113734940416241	0.00113734940416241	0.00132189458761747	0.403372038835161	0.400916061075201	0.00190439592211158	0.171551276216337	0.538381581666952	0.0918670901296055	0.154618641228892	0.000533215314932422	1.29356366714859e-06	0.215845823077351	0.000174951311819078	0.0294298403714541	6.96092695059769	0.392405063291139
RBM15	3	3	2	2	2	2	39	33	0.0188189065628896	0.0188189065628897	0.01929571875	0.84314214023914	0.00963849798128315	0.00963849798128315	0.230488079207612	0.00525785836221586	0.00525785836221585	0.230928905960611	0.0162690336043275	0.000354151244222771	5.06778572100903e-05	5.06778572100903e-05	0.0531247546568144	6.95588669755242	0.392609228256431
B4GALT6	15	15	4	4	5	4	39	33	0.0274270512240923	0.0274270512240923	0.0301962151875869	0.216230785684003	0.0456009859668566	0.000819916079001273	0.158259013988482	0.0812046901914804	0.00210789479947377	0.138112258855991	0.00652935133469514	0.000752243138848983	0.00370301393786463	1.72829683893171e-06	0.0250459155086065	6.95558509842197	0.392813393221723
FOXN3	13	13	3	3	3	3	39	33	0.0827444010307309	0.0827444010307309	0.0859427293740844	0.634620658048881	0.000971308797642928	3.38772183321408e-05	0.194689615668528	0.343059965696168	0.00496150893925131	0.185154046594085	0.0545410314698984	0.00684663590193442	0.000333217162799769	1.68082121591885e-07	0.0379040464491591	6.95420531004311	0.393017558187015
FAT4	4	4	2	2	3	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.634620658048881	0.00171747499439071	0.00171747499439071	0.231286956403931	0.501625887821529	0.000348800239921626	0.197212401958643	0.0231537222798553	0.00127400524648502	0.000861529918872514	5.99055690102872e-07	0.053493656202594	6.94881871567601	0.393221723152307
RIMS3	7	7	2	2	3	2	39	33	0.106728802653189	0.106728802653189	0.108179132250359	0.634620658048881	0.000342553735604839	0.000342553735604839	0.231426434544539	0.501625887821529	0.000348800239921626	0.197212401958643	0.0686527120958797	0.0113910373157833	0.000171833821749359	1.19482825165017e-07	0.0535581946059977	6.93793708807254	0.393425888117599
SDCBP	20	19	4	4	5	4	39	33	0.0613345999835527	0.0613345999835527	0.077312651241705	0.216230785684003	0.320578452795141	0.000929819758938344	0.159000579507786	0.188857845877416	9.67423257582958e-06	0.146263673504899	0.0167173753213072	0.00376193315514242	0.0605437560296052	8.99529260157133e-09	0.0252811842838117	6.93655544375626	0.393630053082891
SAP18	5	5	3	3	3	3	39	33	0.0045865394471077	0.0045865394471077	0.00494321155839843	0.634620658048881	0.0320966386762615	0.0148377803301729	0.184223748255017	0.0583195665688057	0.0140838802982235	0.181695234200245	0.00313706417206565	2.1036344099875e-05	0.00187186205591513	0.000208973522061489	0.033938389421128	6.93421198132747	0.393834218048183
ATXN7L3	16	15	4	3	4	3	39	33	0.117502087631661	0.117502087631661	0.0376968853139021	0.403372038835161	0.00481256420336953	0.000183128114753419	0.165310199675169	0.313894913494763	0.000554898737768772	0.183414461307965	0.0152058694868039	0.0138067405977986	0.00151063942430467	1.01617559726647e-07	0.0273274621166442	6.93316140380191	0.394038383013475
NECTIN1	6	6	2	2	3	2	39	33	0.0803188135424425	0.0803188135424424	0.0816276046794543	0.634620658048881	0.000532552247247781	0.000532552247247781	0.231407146008985	0.501625887821529	0.000348800239921626	0.197212401958643	0.0518025641966292	0.00645111180886564	0.000267141993837018	1.85754351610827e-07	0.0535492672240239	6.93150850799167	0.394242547978767
GINS4	8	8	3	3	4	3	39	33	0.0215851481918258	0.0215851481918258	0.0229155393382915	0.403372038835161	0.782022644745963	0.0060853910198382	0.23683108160174	0.00932685616129483	8.69441112128537e-05	0.164553302336991	0.00924348782389397	0.00046591862246308	0.00729381272242097	5.29088913602514e-07	0.0560889612126501	6.92179800442649	0.394446712944059
GSTCD	5	5	2	2	3	2	39	33	0.0564309905175709	0.0564309905175708	0.0575117758230468	0.634620658048881	0.000929583960926822	0.000929583960926822	0.231366854325376	0.501625887821529	0.000348800239921626	0.197212401958643	0.0364981610183817	0.00318445669079417	0.000466303379704571	3.24239108598571e-07	0.0535306212804199	6.91998542589849	0.394650877909351
ZNF585B	6	6	2	2	3	2	39	33	0.0803188135424425	0.0803188135424424	0.0816276046794543	0.634620658048881	0.000548170470721776	0.000548170470721776	0.231405560659323	0.501625887821529	0.000348800239921626	0.197212401958643	0.0518025641966292	0.00645111180886564	0.000274976499053356	1.91201991705706e-07	0.0535485335040555	6.91994912561925	0.394855042874643
DBF4	7	7	3	3	5	3	39	33	0.0142938407655765	0.0142938407655765	0.0152487857521928	0.216230785684003	0.0210845928114299	0.00988020099585252	0.18641860611637	0.066320942015231	0.00308734632634453	0.138945725396537	0.00329725692392367	0.000204313883831656	0.0013983500572616	3.05036022480908e-05	0.0347518967063703	6.90803333229118	0.395059207839935
ETAA1	5	4	4	3	3	3	39	33	0.00194460303639369	0.00194460303639369	0.000216337932421875	0.634620658048881	0.222986019526757	0.00107842123716379	0.17349039601317	0.682014097077622	0.39947179546065	0.166459907473896	0.000137292521034505	3.78148096915156e-06	0.152079608768474	0.000430798867872715	0.0300989175088065	6.90305560353874	0.395263372805227
COPS2	18	17	4	4	5	4	39	33	0.0424320585377407	0.0424320585377407	0.0556033463801322	0.216230785684003	0.156448791434128	7.38567265273633e-05	0.162959758287565	0.402049892018638	0.000394463306059919	0.154725944101419	0.0120231552744358	0.00180047959175025	0.0629002197025375	2.91337685207471e-08	0.0265558828211416	6.89734012006573	0.395467537770519
MRRF	6	6	2	2	4	2	39	33	0.0803188135424425	0.0803188135424424	0.0816276046794543	0.403372038835161	0.000458347650678049	0.000458347650678049	0.231414678672039	0.0888943608383244	0.00497953729538017	0.155426403563206	0.032926293324782	0.00645111180886564	4.07445214487727e-05	2.28235922080123e-06	0.0535527535048829	6.89651293582785	0.395671702735811
GPT2	9	9	2	2	3	2	39	33	0.164980632333266	0.164980632333266	0.166401985696028	0.634620658048881	0.000869376181474464	0.000869376181474465	0.23137296306552	0.0684482486296492	0.000136473535031941	0.182356227553966	0.105602137663054	0.0272186090450844	5.95072770222592e-05	1.1864684075839e-07	0.0535334480377186	6.8911812205755	0.395875867701103
INCENP	4	4	2	2	3	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.634620658048881	0.00198905967674073	0.00198905967674073	0.23125943393556	0.501625887821529	0.000348800239921626	0.197212401958643	0.0231537222798553	0.00127400524648502	0.000997763826275073	6.937844924656e-07	0.0534809257841958	6.8901435904896	0.396080032666394
RBM12B	20	19	5	4	4	4	39	33	0.0613345999835527	0.0613345999835527	0.0207139139352864	0.403372038835161	0.0129040429821486	3.69401745560448e-05	0.146631825845511	0.172278287539845	0.0210757675309879	0.155342674143447	0.00835541369633254	0.00376193315514242	0.00222308642730512	7.78542531497313e-07	0.0215008923507883	6.87640594813521	0.396284197631686
SPRED2	16	16	4	4	5	4	39	33	0.0344458852298769	0.0344458852298769	0.0376968853139021	0.216230785684003	0.40368566412987	0.0193556443702126	0.158115456812431	0.00594947864709498	0.000106771989349969	0.14563430221237	0.00815122712926482	0.00118651900926985	0.00240171923887901	2.06664065455812e-06	0.0250004976830037	6.87126687853648	0.396488362596978
NPAT	17	16	3	3	5	3	39	33	0.136668903570535	0.136668903570535	0.160548370625476	0.216230785684003	0.373977084645118	0.00114138473968792	0.187349148947389	0.0334685838134313	3.85497206512419e-06	0.143399912430667	0.0347155003206333	0.0186783892031721	0.0125164834017478	4.40000628705597e-09	0.0350997036113109	6.8625776737351	0.39669252756227
SRSF10	16	14	4	3	3	3	39	33	0.0994870803501474	0.0994870803501474	0.0376968853139021	0.634620658048881	0.718258675081724	0.00033916989030947	0.218264489328128	0.00907406435765677	5.04796643926632e-05	0.19026752361355	0.0239232221643018	0.00989767915659668	0.00651752544313684	1.71211822349184e-08	0.0476393873016686	6.86173318956518	0.396896692527562
ARF4	20	20	3	3	4	3	39	33	0.222337166484082	0.222337166484082	0.225417724977574	0.403372038835161	0.0438652957141044	0.00059042248932184	0.184211404147177	0.0222962257331938	1.43287154830015e-05	0.162762369428907	0.0909272073137876	0.0494338156001703	0.000978030535094972	8.45999586425813e-09	0.0339338414178747	6.86120917681998	0.397100857492854
TMEM199	10	10	3	3	5	3	39	33	0.0412200423777949	0.0412200423777949	0.0433583992774551	0.216230785684003	0.597851408314412	0.00100047227564691	0.207432221321279	0.384238612243174	8.02667835759671e-06	0.168747174116457	0.00937542074176484	0.00169909189362721	0.229717595458357	8.03046916231059e-09	0.0430281264422802	6.86083078170077	0.397305022458146
PPP1CC	7	7	3	3	6	3	39	33	0.0142938407655765	0.0142938407655765	0.0152487857521928	0.0984388797496229	0.324167427299543	0.0870212910657791	0.175332623234416	0.0286430498695707	0.00016706847029979	0.127953807926757	0.00150107338698787	0.000204313883831656	0.00928514378623123	1.45385139818725e-05	0.0307415287702618	6.859523527454	0.397509187423438
DYRK1A	34	29	5	5	6	5	39	33	0.0784555000872805	0.0784555000872804	0.14482827238984	0.0984388797496229	0.630111267146471	0.0271874813741112	0.146339780168506	0.00592042695377303	6.70321507346645e-06	0.131115292347289	0.0142567328901291	0.00615526549394526	0.00373052772989004	1.82243534956531e-07	0.0214153312597667	6.85874981966946	0.39771335238873
CLASRP	3	3	2	2	3	2	39	33	0.0188189065628896	0.0188189065628897	0.01929571875	0.634620658048881	0.00562586788335647	0.00562586788335647	0.230891779140093	0.501625887821529	0.000348800239921626	0.197212401958643	0.0122454617306511	0.000354151244222771	0.00282208097175531	1.96230406748211e-06	0.0533110136744773	6.85833413422857	0.397917517354022
EPHB4	4	4	2	2	4	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.403372038835161	0.00171969013758818	0.00171969013758818	0.23128673188293	0.0888943608383244	0.00497953729538017	0.155426403563206	0.0147167666923458	0.00127400524648502	0.000152870755620871	8.56326117661778e-06	0.0534935523450864	6.85329975733842	0.398121682319314
TIMM23	5	5	2	2	3	2	39	33	0.0564309905175709	0.0564309905175708	0.0575117758230468	0.634620658048881	0.00480191383136093	0.00480191383136093	0.230974927977903	0.0684482486296492	0.000136473535031941	0.182356227553966	0.0364981610183817	0.00318445669079417	0.000328682591827145	6.55334155484597e-07	0.0533494173543976	6.84987956463534	0.398325847284606
SMYD2	4	3	3	2	4	2	39	33	0.0188189065628896	0.0188189065628897	0.0021070873828125	0.403372038835161	0.0651149541393775	0.00477910028219624	0.182116631340904	0.0888943608383244	0.00497953729538017	0.155426403563206	0.000849940133608921	0.000354151244222771	0.00578835222923677	2.37977080935581e-05	0.0331664674109586	6.84403519264412	0.398530012249898
FAM8A1	18	15	4	4	6	4	39	33	0.0274270512240923	0.0274270512240923	0.0556033463801322	0.0984388797496229	0.593995176645064	0.0583307197351465	0.171617978158615	0.012130384403243	2.70704842805943e-05	0.129686855746625	0.00547353112799047	0.000752243138848983	0.00720538982637687	1.57904083166604e-06	0.0294527304272509	6.84337397175305	0.39873417721519
TTL	14	14	3	3	3	3	39	33	0.0994870803501474	0.0994870803501474	0.102929986109432	0.634620658048881	0.00360429501194994	0.00114291328255164	0.192504778687008	0.0918786017863161	0.000157404489994057	0.18125197669501	0.0653214955177297	0.00989767915659668	0.000331157586123354	1.79899682347475e-07	0.037058089817334	6.83658807257113	0.398938342180482
MATR3	11	9	3	3	3	3	39	33	0.0305628804649627	0.0305628804649627	0.0560472691268705	0.634620658048881	0.131648041669494	0.000528959742124476	0.180306393600451	0.112827044537264	0.000173788994423893	0.18064871534981	0.0355687548151373	0.0009340896623156	0.0148534594606876	9.19273816745347e-08	0.0325103955732008	6.83004211702807	0.399142507145774
H2AFY	4	4	3	3	5	3	39	33	0.00194460303639369	0.00194460303639369	0.0021070873828125	0.216230785684003	0.427735030921224	0.213730544419248	0.167056390865949	0.341039075907303	0.000984175014676414	0.142987341527832	0.000455617160290397	3.78148096915156e-06	0.145874359678556	0.000210348261690611	0.0279078377291566	6.82997115866002	0.399346672111066
PRDM11	5	5	2	2	3	2	39	33	0.0564309905175709	0.0564309905175708	0.0575117758230468	0.634620658048881	0.00119724622611063	0.00119724622611063	0.231339702601578	0.501625887821529	0.000348800239921626	0.197212401958643	0.0364981610183817	0.00318445669079417	0.000600569701113719	4.17599770912649e-07	0.0535180579997867	6.81881546812721	0.399550837076358
EXOSC6	7	7	2	2	3	2	39	33	0.106728802653189	0.106728802653189	0.108179132250359	0.634620658048881	0.000464630032061457	0.000464630032061457	0.231414040907445	0.501625887821529	0.000348800239921626	0.197212401958643	0.0686527120958797	0.0113910373157833	0.000233070452341374	1.62063066657829e-07	0.0535524583291126	6.81603334144205	0.39975500204165
ATP11B	6	6	3	3	5	3	39	33	0.00865534446782758	0.00865534446782759	0.00928011811023193	0.216230785684003	0.0704547059389534	0.0329871430392017	0.179105389546416	0.0816598376042378	0.00174442344691942	0.138739535742533	0.0020066472302158	7.49149878567536e-05	0.00575331984542926	5.75435457644683e-05	0.0320787405645735	6.81419102766825	0.399959167006942
RHOA	17	15	4	3	3	3	39	33	0.117502087631661	0.117502087631661	0.0461668728103874	0.634620658048881	0.590364808755107	2.80799928230264e-05	0.22268375707695	0.0459346878269051	0.000112351931356486	0.184055707004699	0.029298451202987	0.0138067405977986	0.0271182231941564	3.15484142614328e-09	0.049588055665906	6.79974024131131	0.400163331972234
LAMTOR5	10	10	2	2	2	2	39	33	0.195920779822134	0.195920779822134	0.197162882300671	0.84314214023914	0.00728595023709307	0.00728595023709307	0.230724514603779	0.000309669426029494	0.000309669426029494	0.231429773403467	0.166236334558705	0.0383849519661131	2.25623602800007e-06	2.25623602800007e-06	0.0532338016391493	6.79822430064046	0.400367496937526
CDC42	20	20	4	4	7	4	39	33	0.0722391562804012	0.0722391562804013	0.077312651241705	0.0384195707312877	0.621603294071586	0.00103413673634046	0.218173949674126	0.161931469733073	2.3442563664357e-05	0.117812270604296	0.00297031887280406	0.00521849570010424	0.100657134999931	2.42428162793116e-08	0.0475998723164079	6.79014760114933	0.400571661902817
PTPRK	4	4	3	3	3	3	39	33	0.00194460303639369	0.00194460303639369	0.0021070873828125	0.634620658048881	0.280996131407763	0.116589382866806	0.170622122858446	0.0514121523044193	0.00746190081515723	0.182868111795957	0.00133720118144696	3.78148096915156e-06	0.0144466159048885	0.000869978411052501	0.0291119088087226	6.78470331041485	0.400775826868109
ZNF814	4	4	2	2	3	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.634620658048881	0.00259571597233935	0.00259571597233935	0.231197988941784	0.501625887821529	0.000348800239921626	0.197212401958643	0.0231537222798553	0.00127400524648502	0.00130207832915725	9.05386353920362e-07	0.0534525100907253	6.78376973138197	0.400979991833401
WWC2	4	4	3	3	3	3	39	33	0.00194460303639369	0.00194460303639369	0.0021070873828125	0.634620658048881	0.532962095945723	0.301482477340847	0.164404382135271	0.0514121523044193	0.00175252572474068	0.183410148652131	0.00133720118144696	3.78148096915156e-06	0.0274007284492441	0.000528355797098383	0.0270288008652803	6.77126999204409	0.401184156798693
BCOR	18	18	4	4	4	4	39	33	0.051395279531162	0.051395279531162	0.0556033463801322	0.403372038835161	0.270911995002083	0.000699237757386689	0.16044405868458	0.117449405259088	5.84181122189592e-05	0.160334812025609	0.0224288351954116	0.00264147475808628	0.0318184526905475	4.08481497787489e-08	0.0257422959671808	6.77091176721202	0.401388321763985
DESI1	14	11	5	2	3	2	39	33	0.227566115857757	0.227566115857757	0.00405366023434335	0.634620658048881	0.325016554100411	8.99018439064345e-06	0.17123467153988	0.501625887821529	0.000348800239921626	0.197212401958643	0.00257253652542556	0.0517863370865859	0.163036717507312	3.13577847239609e-09	0.0293213127373706	6.76942013387108	0.401592486729277
COX7A2L	4	4	2	2	4	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.403372038835161	0.00212539791151398	0.00212539791151398	0.231245620900546	0.0888943608383244	0.00497953729538017	0.155426403563206	0.0147167666923458	0.00127400524648502	0.000188935888871145	1.0583498167907e-05	0.0534745371856792	6.76864489713583	0.401796651694569
SETD1B	10	10	3	3	4	3	39	33	0.0412200423777949	0.0412200423777949	0.0433583992774551	0.403372038835161	0.0916283537722315	0.000432282253098401	0.181234469551573	0.314127650163715	0.000169655354282713	0.157179122818571	0.017489565917176	0.00169909189362721	0.0287829994588406	7.33389987995388e-08	0.03284593295364	6.76317663938646	0.402000816659861
UQCRFS1	6	6	3	3	3	3	39	33	0.00865534446782758	0.00865534446782759	0.00928011811023193	0.634620658048881	0.0025828679923579	0.000721078583910166	0.193192377507435	0.368981252818676	0.185312977913801	0.16698861741067	0.00588935466188673	7.49149878567536e-05	0.000953029867685474	0.00013362521969426	0.0373232947269753	6.75964778345927	0.402204981625153
KMT2D	20	19	4	4	4	4	39	33	0.0613345999835527	0.0613345999835527	0.077312651241705	0.403372038835161	0.126566426275035	0.00021579674235697	0.155372812070557	0.308792916820563	9.28325283816308e-05	0.170313409691314	0.0311857617591183	0.00376193315514242	0.0390828159410228	2.00329572095169e-08	0.0241407107307126	6.74848620767092	0.402409146590445
LUC7L3	4	4	2	2	2	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.84314214023914	0.110921183385394	0.110921183385394	0.220992960131039	0.000309669426029439	0.000309669426029439	0.231429773403467	0.0307614930430396	0.00127400524648502	3.4348899193461e-05	3.43488991934611e-05	0.0488378884274789	6.74484224782119	0.402613311555737
NPTX1	24	23	5	4	5	4	39	33	0.110504668902369	0.110504668902369	0.0432014867042044	0.216230785684003	0.799445382627392	0.000397395280001443	0.146727708739882	0.0888118332772304	3.30364975414265e-05	0.139046578798229	0.00934149141276714	0.0122112818492222	0.0710002100361556	1.31285481907422e-08	0.0215290205120558	6.74211740104499	0.402817476521029
ENTPD7	13	12	3	3	4	3	39	33	0.0673870242018673	0.0673870242018673	0.0859427293740844	0.403372038835161	0.00942867343724738	0.000817447204639775	0.190079839135035	0.313894913494763	0.000169583248923956	0.157172192918176	0.0346668939706829	0.00454101103078305	0.00295961263295514	1.38625352786619e-07	0.0361303452456007	6.73827712409089	0.403021641486321
ZNF274	6	6	3	3	3	3	39	33	0.00865534446782758	0.00865534446782759	0.00928011811023193	0.634620658048881	0.00661772171770553	0.00320260754548878	0.190871302432917	0.226935611922053	0.0311452675999788	0.17791258861692	0.00588935466188673	7.49149878567536e-05	0.00150179672753736	9.97460690219593e-05	0.0364318540924379	6.73201063802522	0.403225806451613
GOLGA1	24	23	5	5	7	5	39	33	0.0320247096666532	0.0320247096666532	0.0432014867042044	0.0384195707312877	0.264563733500285	0.00192316926398586	0.15613310437709	0.195991941102415	0.000602900611326199	0.115415077862521	0.00165978257412897	0.00102558202923343	0.0518523596740228	1.15947992494083e-06	0.0243775462824273	6.72491005862686	0.403429971416905
ZBED4	16	16	4	4	6	4	39	33	0.0344458852298769	0.0344458852298769	0.0376968853139021	0.0984388797496229	0.114303808914378	0.0153131490048227	0.153336254308047	0.234292804279351	6.00065154745736e-05	0.126671271687695	0.00371083916035054	0.00118651900926985	0.0267805599303606	9.18888712722345e-07	0.0235120068852221	6.72073052110081	0.403634136382197
FAM171B	8	8	4	4	4	4	39	33	0.0021416617218276	0.00214166172182761	0.00247086310869493	0.403372038835161	0.421991260507036	0.00903565513123385	0.159393337756948	0.168283350469182	0.0352617008594373	0.150497978638988	0.000996677089836857	4.58671493074158e-06	0.0710141031868376	0.000318612568306608	0.0254062361213005	6.71452046604441	0.403838301347489
FBXO45	21	20	5	5	6	5	39	33	0.0177163747961583	0.0177163747961583	0.025383309763066	0.0984388797496229	0.877013540013285	0.0298906898999252	0.153645072923716	0.288690118784444	1.88611641079438e-05	0.13349018723506	0.00249870457741388	0.000313869935917953	0.253185143042001	5.63773207502147e-07	0.0236068084337341	6.71339657772169	0.404042466312781
CNOT10	4	4	2	2	3	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.634620658048881	0.00313233950138059	0.00313233950138059	0.23114367604323	0.501625887821529	0.000348800239921626	0.197212401958643	0.0231537222798553	0.00127400524648502	0.00157126258333848	1.09256076959754e-06	0.0534273989747778	6.7086965954872	0.404246631278073
OAS3	7	7	2	2	3	2	39	33	0.106728802653189	0.106728802653189	0.108179132250359	0.634620658048881	0.000610407432751753	0.000610407432751753	0.231399243515682	0.501625887821529	0.000348800239921626	0.197212401958643	0.0686527120958797	0.0113910373157833	0.000306196170386958	2.12910258993755e-07	0.0535456098996299	6.70690484047669	0.404450796243365
NAPG	11	11	3	3	5	3	39	33	0.0535167676618321	0.0535167676618321	0.0560472691268705	0.216230785684003	0.000822774906698767	0.000366704097238459	0.194844619102793	0.387373090965433	0.0179921509772831	0.138121364552273	0.012119145038746	0.00286404442097052	0.000318720858776697	6.59779548150266e-06	0.0379644255933123	6.70391299204135	0.404654961208657
AHR	15	13	5	4	5	4	39	33	0.0161957681056552	0.0161957681056552	0.00567086327592948	0.216230785684003	0.350185909202669	7.29010138486528e-05	0.163064941103495	0.655177561220658	0.0196540794390197	0.151588604922443	0.00122621522166079	0.000262302904532159	0.229433949965244	1.43280231736649e-06	0.0265901750170862	6.70101309159908	0.404859126173949
HSPA4L	21	18	6	5	6	5	39	33	0.0110607850607663	0.0110607850607663	0.00577184728639192	0.0984388797496229	0.990303238414232	0.000662247983927483	0.202546263629182	0.279730012103468	0.00548875247666494	0.124781520590972	0.000568174180958321	0.000122340966160471	0.277017536867717	3.63491526194834e-06	0.0410249889101419	6.69679085451339	0.40506329113924
BTBD10	4	4	2	2	4	2	39	33	0.0356932100893856	0.0356932100893856	0.0364843501171875	0.403372038835161	0.00260077913314987	0.00260077913314987	0.231197476317218	0.0888943608383244	0.00497953729538017	0.155426403563206	0.0147167666923458	0.00127400524648502	0.000231194598723009	1.29506766905663e-05	0.0534522730554504	6.68798737273695	0.405267456104532
GNA12	7	7	2	2	3	2	39	33	0.106728802653189	0.106728802653189	0.108179132250359	0.634620658048881	0.00065157189995588	0.000651571899955879	0.231395065530589	0.501625887821529	0.000348800239921626	0.197212401958643	0.0686527120958797	0.0113910373157833	0.000326845332794929	2.272684350308e-07	0.0535436763519057	6.68080762492043	0.405471621069824
ZNFX1	17	15	5	4	5	4	39	33	0.0274270512240923	0.0274270512240923	0.0101694259503252	0.216230785684003	0.426312240908465	0.00167722245271448	0.158937597442355	0.658765343619093	0.000163651077022639	0.191808099209269	0.00219894296319412	0.000752243138848983	0.280839729871091	2.74479260793277e-07	0.0252611598807479	6.67381559486599	0.405675786035116
